timestamp,source_ip,username,status
2026-06-10T08:00:00,10.10.10.5,admin,FAILURE
2026-06-10T08:00:01,10.10.10.5,admin,FAILURE
2026-06-10T08:00:02,10.10.10.5,admin,FAILURE
2026-06-10T08:00:03,10.10.10.5,admin,FAILURE
2026-06-10T08:00:04,10.10.10.5,admin,FAILURE
2026-06-10T08:00:05,10.10.10.5,admin,FAILURE
2026-06-10T08:00:06,10.10.10.5,admin,FAILURE
2026-06-10T08:00:07,10.10.10.5,admin,FAILURE
2026-06-10T08:00:08,10.10.10.5,admin,FAILURE
2026-06-10T08:00:09,10.10.10.5,admin,FAILURE
2026-06-10T08:00:10,10.10.10.5,admin,FAILURE
2026-06-10T08:00:11,10.10.10.5,admin,FAILURE
2026-06-10T08:00:12,10.10.10.5,admin,FAILURE
2026-06-10T08:00:13,10.10.10.5,admin,FAILURE
2026-06-10T08:00:14,10.10.10.5,admin,FAILURE
2026-06-10T08:00:15,10.10.10.5,admin,FAILURE
2026-06-10T08:00:16,10.10.10.5,admin,FAILURE
2026-06-10T08:00:17,10.10.10.5,admin,FAILURE
2026-06-10T08:00:18,10.10.10.5,admin,FAILURE
2026-06-10T08:00:19,10.10.10.5,admin,FAILURE
2026-06-10T08:00:20,10.10.10.5,admin,FAILURE
2026-06-10T08:00:21,10.10.10.5,admin,FAILURE
2026-06-10T08:00:22,10.10.10.5,admin,FAILURE
2026-06-10T08:00:23,10.10.10.5,admin,FAILURE
2026-06-10T08:00:24,10.10.10.5,admin,FAILURE
2026-06-10T08:00:25,10.10.10.5,admin,FAILURE
2026-06-10T08:00:26,10.10.10.5,admin,FAILURE
2026-06-10T08:00:27,10.10.10.5,admin,FAILURE
2026-06-10T08:00:28,10.10.10.5,admin,FAILURE
2026-06-10T08:00:29,10.10.10.5,admin,FAILURE
2026-06-10T08:00:30,10.10.10.5,admin,FAILURE
2026-06-10T08:00:31,10.10.10.5,admin,FAILURE
2026-06-10T08:00:32,10.10.10.5,admin,FAILURE
2026-06-10T08:00:33,10.10.10.5,admin,FAILURE
2026-06-10T08:00:34,10.10.10.5,admin,FAILURE
2026-06-10T08:00:35,10.10.10.5,admin,FAILURE
2026-06-10T08:00:36,10.10.10.5,admin,FAILURE
2026-06-10T08:00:37,10.10.10.5,admin,FAILURE
2026-06-10T08:00:38,10.10.10.5,admin,FAILURE
2026-06-10T08:00:39,10.10.10.5,admin,FAILURE
2026-06-10T08:00:40,10.10.10.5,admin,FAILURE
2026-06-10T08:00:41,10.10.10.5,admin,FAILURE
2026-06-10T08:00:42,10.10.10.5,admin,FAILURE
2026-06-10T08:00:43,10.10.10.5,admin,FAILURE
2026-06-10T08:00:44,10.10.10.5,admin,FAILURE
2026-06-10T08:00:45,10.10.10.5,admin,FAILURE
2026-06-10T08:00:46,10.10.10.5,admin,FAILURE
2026-06-10T08:00:47,10.10.10.5,admin,FAILURE
2026-06-10T08:00:48,10.10.10.5,admin,FAILURE
2026-06-10T08:00:49,10.10.10.5,admin,FAILURE
2026-06-10T08:00:50,10.10.10.5,admin,FAILURE
2026-06-10T08:00:51,10.10.10.5,admin,FAILURE
2026-06-10T08:00:52,10.10.10.5,admin,FAILURE
2026-06-10T08:00:53,10.10.10.5,admin,FAILURE
2026-06-10T08:00:54,10.10.10.5,admin,FAILURE
2026-06-10T08:00:55,10.10.10.5,admin,FAILURE
2026-06-10T08:00:56,10.10.10.5,admin,FAILURE
2026-06-10T08:00:57,10.10.10.5,admin,FAILURE
2026-06-10T08:00:58,10.10.10.5,admin,FAILURE
2026-06-10T08:00:59,10.10.10.5,admin,FAILURE
2026-06-10T08:01:00,10.10.10.5,admin,FAILURE
2026-06-10T08:01:01,10.10.10.5,admin,FAILURE
2026-06-10T08:01:02,10.10.10.5,admin,FAILURE
2026-06-10T08:01:03,10.10.10.5,admin,FAILURE
2026-06-10T08:01:04,10.10.10.5,admin,FAILURE
2026-06-10T08:01:05,10.10.10.5,admin,FAILURE
2026-06-10T08:01:06,10.10.10.5,admin,FAILURE
2026-06-10T08:01:07,10.10.10.5,admin,FAILURE
2026-06-10T08:01:08,10.10.10.5,admin,FAILURE
2026-06-10T08:01:09,10.10.10.5,admin,FAILURE
2026-06-10T08:01:10,10.10.10.5,admin,FAILURE
2026-06-10T08:01:11,10.10.10.5,admin,FAILURE
2026-06-10T08:01:12,10.10.10.5,admin,FAILURE
2026-06-10T08:01:13,10.10.10.5,admin,FAILURE
2026-06-10T08:01:14,10.10.10.5,admin,FAILURE
2026-06-10T08:01:15,10.10.10.5,admin,FAILURE
2026-06-10T08:01:16,10.10.10.5,admin,FAILURE
2026-06-10T08:01:17,10.10.10.5,admin,FAILURE
2026-06-10T08:01:18,10.10.10.5,admin,FAILURE
2026-06-10T08:01:19,10.10.10.5,admin,FAILURE
2026-06-10T08:01:20,10.10.10.5,admin,FAILURE
2026-06-10T08:01:21,10.10.10.5,admin,FAILURE
2026-06-10T08:01:22,10.10.10.5,admin,FAILURE
2026-06-10T08:01:23,10.10.10.5,admin,FAILURE
2026-06-10T08:01:24,10.10.10.5,admin,FAILURE
2026-06-10T08:01:25,10.10.10.5,admin,FAILURE
2026-06-10T08:01:26,10.10.10.5,admin,FAILURE
2026-06-10T08:01:27,10.10.10.5,admin,FAILURE
2026-06-10T08:01:28,10.10.10.5,admin,FAILURE
2026-06-10T08:01:29,10.10.10.5,admin,FAILURE
2026-06-10T08:01:30,10.10.10.5,admin,FAILURE
2026-06-10T08:01:31,10.10.10.5,admin,FAILURE
2026-06-10T08:01:32,10.10.10.5,admin,FAILURE
2026-06-10T08:01:33,10.10.10.5,admin,FAILURE
2026-06-10T08:01:34,10.10.10.5,admin,FAILURE
2026-06-10T08:01:35,10.10.10.5,admin,FAILURE
2026-06-10T08:01:36,10.10.10.5,admin,FAILURE
2026-06-10T08:01:37,10.10.10.5,admin,FAILURE
2026-06-10T08:01:38,10.10.10.5,admin,FAILURE
2026-06-10T08:01:39,10.10.10.5,admin,FAILURE
2026-06-10T08:01:40,10.10.10.5,admin,FAILURE
2026-06-10T08:01:41,10.10.10.5,admin,FAILURE
2026-06-10T08:01:42,10.10.10.5,admin,FAILURE
2026-06-10T08:01:43,10.10.10.5,admin,FAILURE
2026-06-10T08:01:44,10.10.10.5,admin,FAILURE
2026-06-10T08:01:45,10.10.10.5,admin,FAILURE
2026-06-10T08:01:46,10.10.10.5,admin,FAILURE
2026-06-10T08:01:47,10.10.10.5,admin,FAILURE
2026-06-10T08:01:48,10.10.10.5,admin,FAILURE
2026-06-10T08:01:49,10.10.10.5,admin,FAILURE
2026-06-10T08:01:50,10.10.10.5,admin,FAILURE
2026-06-10T08:01:51,10.10.10.5,admin,FAILURE
2026-06-10T08:01:52,10.10.10.5,admin,FAILURE
2026-06-10T08:01:53,10.10.10.5,admin,FAILURE
2026-06-10T08:01:54,10.10.10.5,admin,FAILURE
2026-06-10T08:01:55,10.10.10.5,admin,FAILURE
2026-06-10T08:01:56,10.10.10.5,admin,FAILURE
2026-06-10T08:01:57,10.10.10.5,admin,FAILURE
2026-06-10T08:01:58,10.10.10.5,admin,FAILURE
2026-06-10T08:01:59,10.10.10.5,admin,FAILURE
2026-06-10T08:02:00,10.10.10.5,admin,FAILURE
2026-06-10T08:02:01,10.10.10.5,admin,FAILURE
2026-06-10T08:02:02,10.10.10.5,admin,FAILURE
2026-06-10T08:02:03,10.10.10.5,admin,FAILURE
2026-06-10T08:02:04,10.10.10.5,admin,FAILURE
2026-06-10T08:02:05,10.10.10.5,admin,FAILURE
2026-06-10T08:02:06,10.10.10.5,admin,FAILURE
2026-06-10T08:02:07,10.10.10.5,admin,FAILURE
2026-06-10T08:02:08,10.10.10.5,admin,FAILURE
2026-06-10T08:02:09,10.10.10.5,admin,FAILURE
2026-06-10T08:02:10,10.10.10.5,admin,FAILURE
2026-06-10T08:02:11,10.10.10.5,admin,FAILURE
2026-06-10T08:02:12,10.10.10.5,admin,FAILURE
2026-06-10T08:02:13,10.10.10.5,admin,FAILURE
2026-06-10T08:02:14,10.10.10.5,admin,FAILURE
2026-06-10T08:02:15,10.10.10.5,admin,FAILURE
2026-06-10T08:02:16,10.10.10.5,admin,FAILURE
2026-06-10T08:02:17,10.10.10.5,admin,FAILURE
2026-06-10T08:02:18,10.10.10.5,admin,FAILURE
2026-06-10T08:02:19,10.10.10.5,admin,FAILURE
2026-06-10T08:02:20,10.10.10.5,admin,FAILURE
2026-06-10T08:02:21,10.10.10.5,admin,FAILURE
2026-06-10T08:02:22,10.10.10.5,admin,FAILURE
2026-06-10T08:02:23,10.10.10.5,admin,FAILURE
2026-06-10T08:02:24,10.10.10.5,admin,FAILURE
2026-06-10T08:02:25,10.10.10.5,admin,FAILURE
2026-06-10T08:02:26,10.10.10.5,admin,FAILURE
2026-06-10T08:02:27,10.10.10.5,admin,FAILURE
2026-06-10T08:02:28,10.10.10.5,admin,FAILURE
2026-06-10T08:02:29,10.10.10.5,admin,FAILURE
2026-06-10T08:02:30,10.10.10.5,admin,FAILURE
2026-06-10T08:02:31,10.10.10.5,admin,FAILURE
2026-06-10T08:02:32,10.10.10.5,admin,FAILURE
2026-06-10T08:02:33,10.10.10.5,admin,FAILURE
2026-06-10T08:02:34,10.10.10.5,admin,FAILURE
2026-06-10T08:02:35,10.10.10.5,admin,FAILURE
2026-06-10T08:02:36,10.10.10.5,admin,FAILURE
2026-06-10T08:02:37,10.10.10.5,admin,FAILURE
2026-06-10T08:02:38,10.10.10.5,admin,FAILURE
2026-06-10T08:02:39,10.10.10.5,admin,FAILURE
2026-06-10T08:02:40,10.10.10.5,admin,FAILURE
2026-06-10T08:02:41,10.10.10.5,admin,FAILURE
2026-06-10T08:02:42,10.10.10.5,admin,FAILURE
2026-06-10T08:02:43,10.10.10.5,admin,FAILURE
2026-06-10T08:02:44,10.10.10.5,admin,FAILURE
2026-06-10T08:02:45,10.10.10.5,admin,FAILURE
2026-06-10T08:02:46,10.10.10.5,admin,FAILURE
2026-06-10T08:02:47,10.10.10.5,admin,FAILURE
2026-06-10T08:02:48,10.10.10.5,admin,FAILURE
2026-06-10T08:02:49,10.10.10.5,admin,FAILURE
2026-06-10T08:02:50,10.10.10.5,admin,FAILURE
2026-06-10T08:02:51,10.10.10.5,admin,FAILURE
2026-06-10T08:02:52,10.10.10.5,admin,FAILURE
2026-06-10T08:02:53,10.10.10.5,admin,FAILURE
2026-06-10T08:02:54,10.10.10.5,admin,FAILURE
2026-06-10T08:02:55,10.10.10.5,admin,FAILURE
2026-06-10T08:02:56,10.10.10.5,admin,FAILURE
2026-06-10T08:02:57,10.10.10.5,admin,FAILURE
2026-06-10T08:02:58,10.10.10.5,admin,FAILURE
2026-06-10T08:02:59,10.10.10.5,admin,FAILURE
2026-06-10T08:03:00,10.10.10.5,admin,FAILURE
2026-06-10T08:03:01,10.10.10.5,admin,FAILURE
2026-06-10T08:03:02,10.10.10.5,admin,FAILURE
2026-06-10T08:03:03,10.10.10.5,admin,FAILURE
2026-06-10T08:03:04,10.10.10.5,admin,FAILURE
2026-06-10T08:03:05,10.10.10.5,admin,FAILURE
2026-06-10T08:03:06,10.10.10.5,admin,FAILURE
2026-06-10T08:03:07,10.10.10.5,admin,FAILURE
2026-06-10T08:03:08,10.10.10.5,admin,FAILURE
2026-06-10T08:03:09,10.10.10.5,admin,FAILURE
2026-06-10T08:03:10,10.10.10.5,admin,FAILURE
2026-06-10T08:03:11,10.10.10.5,admin,FAILURE
2026-06-10T08:03:12,10.10.10.5,admin,FAILURE
2026-06-10T08:03:13,10.10.10.5,admin,FAILURE
2026-06-10T08:03:14,10.10.10.5,admin,FAILURE
2026-06-10T08:03:15,10.10.10.5,admin,FAILURE
2026-06-10T08:03:16,10.10.10.5,admin,FAILURE
2026-06-10T08:03:17,10.10.10.5,admin,FAILURE
2026-06-10T08:03:18,10.10.10.5,admin,FAILURE
2026-06-10T08:03:19,10.10.10.5,admin,FAILURE
